username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
MRphotoAZ;2019-03-07 19:40;0;1;"Your movie production logo discussion was enlightening and hilarious - I’m always fond of the openings for Nolan’s Dark Knight Trilogy https:// youtu.be/IpUt4jgwKsM A great example of how the score can set the mood. @Devindra @jeffcannata";;@Devindra @jeffcannata;;"1103727108122009600";https://twitter.com/MRphotoAZ/status/1103727108122009600
